OBJECTNUMMER;PROJECTID;PROJECTNAAM;JAARBOUW;JAAROPL;OPDRACHTGEVER;ARCHITECT;PROJECTTYPE;WEBSITE;FASE_ID;FASE;HUUR_SOC;HUUR_MIDDEL;HUUR_DUUR;KOOP;ONBEKEND_HUURKOOP;EENGEZINS;APP;ONBEKEND_EENAPP;STUDJONG;TOTAAL_BRUTO;VERVANGING;TOTAAL_NETTO;STADSDEEL_CODE;GEBIED_CODE;COORDS;LNG;LAT;
52;"0262 03";"Stationsgebied M1";2012;2014;"M.J. de Nijs & zn. bv";"Geurst & Schulze Architecten";"Inbreiding";"";"7";"Opgeleverd";25;0;90;0;0;0;115;0;0;115;0;115;N;DX19;"POLYGON((4.930871 52.402346,4.930661 52.402402,4.930539 52.40243,4.930482 52.402198,4.93044 52.402067,4.930404 52.401974,4.930334 52.401815,4.930578 52.401764,4.930661 52.40195,4.930715 52.402098,4.930801 52.402088,4.930823 52.402156,4.930871 52.402346))";"4,9306025";"52,402097";
53;"1628 02";"Elzenhagen Zuid fase 2";2020;2021;"CZAN Ontwikkeling bv";"";"Inbreiding";"";"2";"Verkenning / Planvorming";0;0;0;0;220;0;0;220;0;220;0;220;N;DX19;"POLYGON((4.930101 52.402786,4.928797 52.403218,4.927901 52.402168,4.929696 52.401564,4.930101 52.402786))";"4,929001";"52,402391";
54;"1115 01";"Ravel P15 The Valley";2019;2021;"OVG Real Estate";"MVRDV  Architecten";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;0;196;0;196;0;0;196;0;196;K;DX11;"POLYGON((4.87838 52.338166,4.877602 52.338181,4.877682 52.337663,4.877754 52.337301,4.877946 52.336912,4.878395 52.336914,4.87838 52.338166))";"4,8779985";"52,3375465";
55;"1116 02";"RIV-wonen";2015;2017;"COD (Cradle of Development)";"NEXT architects";"Inbreiding";"";"7";"Opgeleverd";0;23;0;44;0;0;67;0;0;67;0;67;K;DX12;"POLYGON((4.896989 52.338136,4.89664 52.338152,4.896603 52.337858,4.896202 52.337877,4.896176 52.337669,4.896926 52.337634,4.896989 52.338136))";"4,8965825";"52,337893";
56;"1118 01";"Kenniskwartier kavel 2 (1)";2020;2022;"";"";"Inbreiding";"";"2";"Verkenning / Planvorming";11;0;0;33;0;0;44;0;0;44;0;44;K;DX11;"POLYGON((4.866635 52.33769,4.865658 52.337656,4.865679 52.337413,4.866631 52.337413,4.866635 52.33769))";"4,8661465";"52,3375515";
57;"1628 03";"Elzenhagen Zuid fase 3";2021;2022;"CZAN Ontwikkeling bv";"";"Inbreiding";"";"2";"Verkenning / Planvorming";0;0;0;0;220;0;0;220;0;220;0;220;N;DX19;"POLYGON((4.929439 52.401562,4.928748 52.401812,4.927838 52.402082,4.926589 52.400639,4.928224 52.399827,4.929424 52.401158,4.929439 52.401562))";"4,928014";"52,4009545";
58;"1600 01";"Noorderkwartier Create@Noord";2018;2019;"PO (Particuler Opdr.schap)";"Eigen beheer";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;24;0;24;0;0;0;24;0;24;N;DX19;"POLYGON((4.933837 52.404915,4.933626 52.40511,4.932902 52.404811,4.932398 52.404499,4.931961 52.40414,4.931624 52.403741,4.931934 52.403601,4.932271 52.404007,4.932686 52.404359,4.933146 52.404643,4.933837 52.404915))";"4,9327305";"52,4043555";
59;"0345 08";"Elzenhagen N3 Zuidkavel";2018;2020;"Stadgenoot";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";102;0;0;15;0;15;102;0;0;117;0;117;N;DX19;"POLYGON((4.930751 52.404787,4.9297 52.405263,4.929432 52.404154,4.930114 52.404154,4.930225 52.404279,4.930451 52.404516,4.930751 52.404787))";"4,9300915";"52,4047085";
60;"1709 01";"Geerdinkhof toren (Garstkamp)";2020;2021;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";40;0;40;0;0;0;80;0;0;80;0;80;T;DX21;"POLYGON((4.980472 52.324532,4.980119 52.324832,4.979438 52.324615,4.979738 52.324315,4.980472 52.324532))";"4,979955";"52,3245735";
61;"1162 01";"Allebéplein blok 1";2015;2017;"Change=";"Tangram Architecten bv";"Functiewijziging";"";"7";"Opgeleverd";496;0;0;0;0;0;496;0;0;496;0;496;F;DX09;"POLYGON((4.840286 52.363387,4.840273 52.363807,4.839575 52.363799,4.839588 52.36338,4.840286 52.363387))";"4,8399305";"52,3635935";
62;"1171 01";"Falcon Plaza";2016;2017;"Chuen Yun bv";"Holger Gladys / Madir Shah";"Inbreiding";"";"6";"In aanbouw";0;0;0;6;0;0;6;0;0;6;0;6;A;DX02;"POLYGON((4.9071 52.369836,4.906889 52.370036,4.907037 52.370098,4.906849 52.370275,4.906496 52.370126,4.906792 52.369855,4.906844 52.369877,4.906946 52.369779,4.9071 52.369836))";"4,906798";"52,370027";
63;"1173 01";"Oostenburgervoorstraat 63-69";2016;2017;"Particulier";"Dik Smeding arch.buro bv";"Functiewijziging";"";"6";"In aanbouw";0;0;0;7;0;0;7;0;0;7;0;7;A;DX02;"POLYGON((4.923946 52.370096,4.923768 52.370208,4.923557 52.370078,4.923741 52.369974,4.923946 52.370096))";"4,9237515";"52,370091";
64;"1107 04";"Steigereiland  Sluishuis";2018;2020;"VORM";"Claus en Kaan Architecten";"Uitbreiding";"";"5";"Investeringsbesluit genomen";0;0;170;170;0;0;340;0;0;340;0;340;M;DX16;"POLYGON((4.982404 52.364115,4.981706 52.364748,4.980672 52.36432,4.98137 52.363687,4.982404 52.364115))";"4,981538";"52,3642175";
65;"1107 11";"Zeeburgerbaai 1e fase";2016;2017;"Ooms Bouw en Ontwikkeling bv";"";"Uitbreiding";"";"6";"In aanbouw";0;0;0;14;0;14;0;0;0;14;0;14;M;DX16;"POLYGON((4.979263 52.360049,4.978911 52.360382,4.978094 52.360035,4.978446 52.359711,4.979263 52.360049))";"4,9786785";"52,3600465";
66;"1178 02";"Middeneiland (IJburg 2) (2)";2022;2024;"";"";"Uitbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;0;400;0;0;400;0;400;0;400;M;DX16;"POLYGON((5.020289 52.355698,5.020259 52.355695,5.020133 52.35668,5.016809 52.355676,5.018076 52.354081,5.018103 52.354057,5.01812 52.354047,5.018175 52.354029,5.018204 52.354025,5.018237 52.354024,5.019799 52.354099,5.020289 52.355694,5.020289 52.355698))";"5,018549";"52,355352";
67;"1213 01";"Driemond  De Kern";2016;2017;"Eigen Haard";"Verheyen/Verkoren/de Haan";"Inbreiding";"";"6";"In aanbouw";16;9;0;0;0;0;25;0;0;25;0;25;T;DX22;"POLYGON((5.019737 52.305485,5.019643 52.306104,5.019166 52.306034,5.018544 52.305983,5.01835 52.305812,5.018279 52.305509,5.018296 52.30548,5.019737 52.305485))";"5,019008";"52,305792";
68;"0205 03";"IJ-oevers  Oosterdok k 5b/6b";2018;2020;"Bouwfonds MAB Ontwikkeling";"UN Studio";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;42;0;0;42;0;0;42;0;42;A;DX02;"POLYGON((4.910244 52.376417,4.910212 52.376472,4.909641 52.376467,4.909574 52.375557,4.909852 52.37555,4.909888 52.376031,4.910179 52.376038,4.910244 52.376417))";"4,909909";"52,376011";
69;"1105 22";"Haveneiland West blok 20";2014;2015;"De Alliantie Amsterdam";"Arons & Gelauff Architecten";"Uitbreiding";"";"7";"Opgeleverd";32;34;0;0;0;0;66;0;0;66;0;66;M;DX16;"POLYGON((4.998881 52.357966,4.998721 52.358044,4.998524 52.357977,4.998448 52.357879,4.998257 52.35782,4.998182 52.357702,4.998348 52.357625,4.998532 52.357692,4.998621 52.357786,4.998805 52.357861,4.998881 52.357966))";"4,9985315";"52,3578345";
70;"1105 30";"Create Your New Life";2015;2018;"Groep Waterstad 2";"Eigen beheer";"Uitbreiding";"";"6";"In aanbouw";0;0;0;47;0;38;9;0;0;47;0;47;M;DX16;"POLYGON((5.001102 52.35678,4.999176 52.357804,4.99868 52.357455,5.00065 52.356462,5.001102 52.35678))";"4,999891";"52,357133";
71;"1105 37";"Haveneiland West blok 32";2016;2018;"Groep Waterstad 3";"Köther en Salman Architecten";"Uitbreiding";"";"6";"In aanbouw";0;0;0;42;0;0;42;0;0;42;0;42;M;DX16;"MULTIPOLYGON(((5.001732 52.356445,5.00135 52.356648,5.000904 52.356334,5.001295 52.356136,5.001732 52.356445)),((5.003276 52.355624,5.002888 52.35583,5.002478 52.35554,5.002874 52.355341,5.003276 52.355624)),((5.002815 52.355869,5.00179 52.356414,5.001643 52.356311,5.002668 52.355766,5.002815 52.355869)),((5.002432 52.355727,5.001509 52.356217,5.001354 52.356107,5.002296 52.355632,5.002432 52.355727)))";"5,00209";"52,3559945";
72;"0638 02";"Kwintijn blok A en D";2013;2015;"Van Wijnen Projectontwikkeling bv";"FARO Architecten";"Functiewijziging";"";"7";"Opgeleverd";0;0;69;49;0;0;118;0;0;118;0;118;E;DX05;"MULTIPOLYGON(((4.869511 52.367394,4.869435 52.367508,4.869049 52.367414,4.869092 52.367364,4.868886 52.367305,4.869072 52.367036,4.869301 52.367099,4.869151 52.367304,4.869511 52.367394)),((4.870069 52.367274,4.86971 52.367793,4.869514 52.36774,4.86988 52.367223,4.870069 52.367274)))";"4,8694775";"52,3674145";
73;"0638 03";"De Hallen (Noord)";2014;2017;"van Wijnen bv / De Alliantie";"Architectenburo AWG";"Functiewijziging";"";"7";"Opgeleverd";28;0;52;29;0;0;109;0;28;109;0;109;E;DX05;"MULTIPOLYGON(((4.868935 52.367613,4.8686 52.36808,4.8684 52.368032,4.868743 52.367559,4.868935 52.367613)),((4.869061 52.368245,4.868982 52.368354,4.868291 52.368173,4.868374 52.368066,4.869061 52.368245)),((4.869379 52.36778,4.869305 52.367884,4.868938 52.367793,4.869016 52.367689,4.869379 52.36778)))";"4,868835";"52,3679565";
74;"1220 01";"Ringdijk 2-5";2018;2019;"Eigen Haard";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;30;5;0;0;35;0;0;35;0;35;M;DX15;"MULTIPOLYGON(((4.928582 52.354555,4.928469 52.354632,4.928291 52.354537,4.928212 52.354592,4.928258 52.354618,4.927998 52.354798,4.927889 52.354746,4.928196 52.354518,4.928118 52.354479,4.928162 52.354445,4.928058 52.354387,4.928141 52.35433,4.928086 52.354297,4.928278 52.354176,4.928263 52.354166,4.928315 52.354132,4.928482 52.354229,4.928239 52.354385,4.928317 52.354429,4.928332 52.354419,4.928582 52.354555)),((4.928304 52.354794,4.928177 52.354885,4.928128 52.354862,4.928257 52.354769,4.928304 52.354794)))";"4,9282355";"52,3545085";
75;"1222 01";"Omgeving Amstelstation blok A";2022;2023;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;60;60;0;0;0;120;0;0;120;0;120;M;DX15;"POLYGON((4.91986 52.347499,4.919833 52.347544,4.919517 52.347472,4.919406 52.347654,4.919722 52.347727,4.91947 52.347797,4.919083 52.347708,4.919423 52.34715,4.919808 52.347238,4.919674 52.347457,4.91986 52.347499))";"4,9194715";"52,3474735";
76;"1262 01";"Droomzone ~ Seizoenenhof";2015;2019;"PO (Particuler Opdr.schap)";"Verheyen/Verkoren/de Haan";"Inbreiding";"";"6";"In aanbouw";0;0;0;29;0;29;0;0;0;29;0;29;T;DX22;"POLYGON((5.018598 52.308125,5.018348 52.309332,5.016921 52.309567,5.017113 52.308066,5.017974 52.308097,5.018598 52.308125))";"5,0177595";"52,3088165";
77;"1106 05";"Jonas (HO blok 42a)";2019;2020;"Amvest Vastgoed";"Orange Architects";"Uitbreiding";"";"5";"Investeringsbesluit genomen";0;178;0;71;0;0;249;0;0;249;0;249;M;DX16;"POLYGON((5.004584 52.35409,5.004125 52.354297,5.002392 52.353039,5.002822 52.35282,5.004584 52.35409))";"5,003488";"52,3535585";
78;"1106 17";"Haveneiland Oost blok 49b";2015;2017;"Synchroon bv";"";"Uitbreiding";"";"7";"Opgeleverd";0;0;58;0;0;0;58;0;0;58;0;58;M;DX16;"POLYGON((5.008649 52.3526,5.008193 52.353061,5.00758 52.352603,5.007982 52.352393,5.008649 52.3526))";"5,0081145";"52,352727";
79;"1106 18";"InStijl (HO blok 50)";2014;2016;"Groep Waterstad 1";"";"Uitbreiding";"";"6";"In aanbouw";0;0;0;60;0;60;0;0;0;60;0;60;M;DX16;"MULTIPOLYGON(((5.004495 52.348575,5.002908 52.34942,5.002827 52.349362,5.002854 52.349348,5.002872 52.349361,5.002951 52.349319,5.002933 52.349306,5.00298 52.349281,5.002998 52.349293,5.003077 52.349252,5.003059 52.349239,5.003107 52.349213,5.003125 52.349226,5.003204 52.349184,5.003185 52.349172,5.003233 52.349146,5.003251 52.349159,5.00333 52.349117,5.003311 52.349104,5.00336 52.349079,5.003378 52.349091,5.003457 52.34905,5.003439 52.349037,5.003486 52.349011,5.003505 52.349024,5.003583 52.348982,5.003565 52.348969,5.003613 52.348944,5.003631 52.348957,5.00371 52.348915,5.003691 52.348902,5.003739 52.348877,5.003757 52.34889,5.003836 52.348848,5.003818 52.348835,5.003866 52.348809,5.003884 52.348822,5.003963 52.34878,5.003944 52.348768,5.003992 52.348742,5.00401 52.348755,5.004089 52.348713,5.004071 52.3487,5.004119 52.348675,5.004137 52.348688,5.004216 52.348646,5.004197 52.348633,5.004245 52.348608,5.004263 52.348621,5.004342 52.348579,5.004324 52.348566,5.004374 52.348539,5.004392 52.348552,5.004432 52.348531,5.004495 52.348575)),((5.003362 52.348694,5.003283 52.348736,5.00329 52.348741,5.00321 52.348783,5.003224 52.348793,5.003154 52.34883,5.003163 52.348836,5.003093 52.348873,5.0031 52.348878,5.003017 52.348922,5.003024 52.348927,5.002948 52.348968,5.002962 52.348978,5.002574 52.349184,5.002652 52.349239,5.002526 52.349306,5.002348 52.349181,5.002377 52.349165,5.002387 52.349172,5.002644 52.349035,5.002635 52.349029,5.002657 52.349017,5.002664 52.349022,5.002765 52.348969,5.002757 52.348964,5.002779 52.348952,5.002788 52.348958,5.002863 52.348917,5.002851 52.348909,5.002933 52.348865,5.002927 52.348861,5.003009 52.348817,5.002996 52.348809,5.003066 52.348772,5.003059 52.348767,5.003108 52.348741,5.003099 52.348733,5.003197 52.348679,5.003191 52.348675,5.003273 52.348631,5.003362 52.348694)),((5.004803 52.34853,5.004607 52.348634,5.004358 52.348458,5.004341 52.348467,5.00412 52.348311,5.004333 52.348198,5.004803 52.34853)),((5.004283 52.348163,5.004259 52.348176,5.004266 52.348181,5.004215 52.348218,5.004196 52.348205,5.004208 52.348198,5.004102 52.348123,5.004048 52.348152,5.00409 52.348182,5.004021 52.348219,5.00403 52.348226,5.00396 52.348263,5.00397 52.34827,5.00389 52.348312,5.003898 52.348318,5.003828 52.348355,5.003837 52.348361,5.003767 52.348398,5.003777 52.348405,5.003696 52.348448,5.003705 52.348454,5.003635 52.348491,5.003644 52.348497,5.003574 52.348534,5.003584 52.348541,5.003504 52.348584,5.003513 52.34859,5.003442 52.348628,5.00345 52.348634,5.003376 52.348673,5.003279 52.348605,5.003298 52.348593,5.003303 52.348596,5.003351 52.348571,5.003344 52.348566,5.003396 52.348538,5.003386 52.348531,5.003405 52.348517,5.003411 52.348522,5.003487 52.348481,5.003471 52.34847,5.00349 52.348457,5.003494 52.34846,5.003545 52.348433,5.003539 52.348429,5.003589 52.348402,5.003579 52.348395,5.003598 52.348381,5.003604 52.348385,5.00368 52.348345,5.003665 52.348334,5.003683 52.348321,5.003687 52.348324,5.003736 52.348298,5.00373 52.348293,5.003781 52.348266,5.003771 52.348259,5.003791 52.348245,5.003797 52.348249,5.003871 52.348209,5.003857 52.348199,5.003876 52.348185,5.00388 52.348188,5.003928 52.348163,5.003921 52.348158,5.003975 52.34813,5.003965 52.348123,5.003985 52.348108,5.00399 52.348111,5.004046 52.348081,5.004038 52.348076,5.004078 52.348055,5.00407 52.348049,5.004095 52.348031,5.004283 52.348163)))";"5,0035755";"52,3487255";
80;"1106 23";"Baak 54 (HO blok 54)";2015;2016;"Groep Waterstad 3";"";"Uitbreiding";"";"6";"In aanbouw";42;0;38;17;0;0;97;0;0;97;0;97;M;DX16;"POLYGON((5.010392 52.351123,5.009277 52.352273,5.008619 52.352067,5.010392 52.351123))";"5,0095055";"52,351698";
81;"1106 31";"Doe het Selfie (HO blok 59)";2016;2017;"Woonstichting de Key";"Eigen beheer";"Uitbreiding";"";"6";"In aanbouw";0;0;0;71;0;71;0;0;0;71;0;71;M;DX16;"POLYGON((5.00915 52.346216,5.007224 52.347241,5.006452 52.346696,5.008425 52.345706,5.00915 52.346216))";"5,007801";"52,3464735";
82;"1106 41";"Land in Zicht (HO blok 67)";2014;2016;"Groep Waterstad 2";"Claus en Kaan Architecten";"Uitbreiding";"";"7";"Opgeleverd";0;0;0;54;0;26;28;0;0;54;0;54;M;DX16;"POLYGON((5.014166 52.347233,5.012892 52.348547,5.012005 52.347921,5.013654 52.347043,5.014166 52.347233))";"5,0130855";"52,347795";
83;"0208 05";"Houthaven Pier2 (fase 1/2)";2016;2019;"BPD (Bouwfonds Ontwikkeling)";"";"Functiewijziging";"";"6";"In aanbouw";0;0;0;62;0;23;39;0;0;62;0;62;E;DX03;"MULTIPOLYGON(((4.879534 52.394209,4.879482 52.394318,4.877976 52.393537,4.878062 52.393475,4.87809 52.39349,4.878113 52.393473,4.878429 52.393636,4.878392 52.393663,4.878582 52.393762,4.87862 52.393735,4.879534 52.394209)),((4.879631 52.394007,4.879579 52.394115,4.878715 52.393667,4.878739 52.39365,4.878711 52.393635,4.878797 52.393574,4.879631 52.394007)),((4.880199 52.3943,4.880113 52.394363,4.880085 52.394347,4.880061 52.394365,4.879652 52.394153,4.879704 52.394045,4.880199 52.3943)),((4.878661 52.393504,4.878576 52.393565,4.878549 52.393551,4.878525 52.393568,4.878208 52.393404,4.878232 52.393387,4.878204 52.393372,4.87829 52.393311,4.878661 52.393504)),((4.879971 52.394466,4.879885 52.394527,4.879556 52.394356,4.879607 52.394247,4.879967 52.394433,4.879941 52.394451,4.879971 52.394466)))";"4,8790875";"52,393919";
84;"0208 10";"Houthaven Narva Eiland West";2017;2019;"VORM";"Klunder Architecten";"Functiewijziging";"";"6";"In aanbouw";0;0;0;80;0;0;80;0;0;80;0;80;E;DX03;"MULTIPOLYGON(((4.881557 52.393321,4.881415 52.393424,4.881386 52.393408,4.881399 52.393398,4.881332 52.393363,4.881319 52.393373,4.881228 52.393327,4.881243 52.393316,4.881161 52.393274,4.88117 52.393267,4.88105 52.393205,4.881041 52.393212,4.880907 52.393142,4.880892 52.393152,4.880736 52.393071,4.880749 52.393061,4.880682 52.393026,4.880669 52.393036,4.880556 52.392978,4.880571 52.392967,4.880459 52.392909,4.880444 52.39292,4.880282 52.392836,4.880354 52.392685,4.880596 52.39281,4.880586 52.392817,4.880698 52.392875,4.880709 52.392868,4.88082 52.392926,4.880811 52.392933,4.880878 52.392969,4.880887 52.392961,4.88096 52.392999,4.880951 52.393006,4.881202 52.393137,4.881213 52.39313,4.881299 52.393174,4.881293 52.393183,4.88136 52.393218,4.881369 52.393212,4.881381 52.393217,4.881527 52.393293,4.881516 52.393299,4.881557 52.393321)),((4.880281 52.392646,4.880209 52.392798,4.880044 52.392712,4.880058 52.392702,4.879924 52.392632,4.879909 52.392643,4.87982 52.392596,4.879833 52.392586,4.879766 52.39255,4.879753 52.392561,4.879686 52.392526,4.879699 52.392516,4.879632 52.392481,4.879619 52.392491,4.879506 52.392433,4.879659 52.392323,4.87977 52.392381,4.879761 52.392389,4.879828 52.392423,4.879837 52.392417,4.879904 52.392451,4.879895 52.392458,4.879962 52.392493,4.879971 52.392487,4.880062 52.392533,4.880051 52.39254,4.880186 52.39261,4.880196 52.392603,4.880281 52.392646)))";"4,8805315";"52,3928735";
85;"0208 13";"Houthaven kavel 5ab";2016;2017;"VORM";"";"Functiewijziging";"";"6";"In aanbouw";0;0;0;87;0;0;87;0;0;87;0;87;E;DX03;"MULTIPOLYGON(((4.882203 52.392855,4.882013 52.392991,4.881949 52.392958,4.881973 52.392941,4.881689 52.392794,4.881666 52.392811,4.881553 52.392753,4.881577 52.392736,4.88133 52.392608,4.881306 52.392625,4.881206 52.392573,4.881397 52.392436,4.882203 52.392855)),((4.88133 52.392401,4.881139 52.392538,4.881038 52.392486,4.881061 52.392469,4.880758 52.392311,4.880734 52.392328,4.880633 52.392275,4.880823 52.392139,4.88133 52.392401)))";"4,881418";"52,392565";
86;"0208 18";"Houthaven kavel 6ade";2019;2020;"BPD (Bouwfonds Ontwikkeling)";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;35;0;0;35;0;0;35;0;35;E;DX03;"MULTIPOLYGON(((4.882935 52.392327,4.88285 52.392388,4.88199 52.391942,4.882074 52.391881,4.882104 52.391895,4.882127 52.391878,4.882373 52.392006,4.882336 52.392033,4.882526 52.392132,4.882564 52.392105,4.882931 52.392295,4.882907 52.392312,4.882935 52.392327)),((4.883163 52.392162,4.883078 52.392224,4.883049 52.392209,4.883025 52.392226,4.882659 52.392036,4.882683 52.392019,4.882655 52.392005,4.882739 52.391943,4.883163 52.392162)),((4.882605 52.391873,4.88252 52.391935,4.882493 52.39192,4.882468 52.391937,4.88211 52.391752,4.882133 52.391735,4.882106 52.39172,4.882192 52.391657,4.882605 52.391873)))";"4,8825765";"52,3920225";
87;"0208 20";"Houthaven kavel 7a";2019;2020;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";33;0;0;0;0;0;33;0;0;33;0;33;E;DX03;"POLYGON((4.883757 52.391734,4.883335 52.392039,4.88291 52.391819,4.883041 52.391722,4.88331 52.391862,4.883467 52.391748,4.883198 52.39161,4.883332 52.391513,4.883757 52.391734))";"4,8833335";"52,391776";
88;"0208 24";"Houthaven Pontsteiger";2015;2017;"Amsterdam Arche vof";"Arons & Gelauff Architecten";"Functiewijziging";"";"6";"In aanbouw";0;0;300;66;0;0;366;0;0;366;0;366;E;DX03;"POLYGON((4.887056 52.393192,4.886247 52.393776,4.885315 52.393293,4.886124 52.392709,4.887056 52.393192),(4.886174 52.392961,4.88573 52.393281,4.886184 52.393517,4.886628 52.393196,4.886174 52.392961))";"4,8861855";"52,3932425";
89;"1270 01";"Lelylaan ~ Het Podium POD01";2016;2018;"MyLoft WFC";"Brink en Fleer Arch.bureau";"Inbreiding";"";"6";"In aanbouw";0;0;0;52;0;0;52;0;0;52;0;52;F;DX09;"POLYGON((4.838745 52.356807,4.838215 52.356804,4.83822 52.35646,4.83875 52.356462,4.838745 52.356807))";"4,8384825";"52,3566335";
90;"0178 09";"Oostpoort plot 2b";2015;2017;"O.C.P. (Ontw.comb. Polderweggebied)";"Soeters van Eldonk Architecten";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;61;0;26;35;0;0;61;0;61;M;DX13;"POLYGON((4.933731 52.357119,4.93356 52.357375,4.933634 52.357392,4.933529 52.357555,4.93346 52.357538,4.933272 52.357843,4.932883 52.357758,4.933083 52.357453,4.932486 52.357323,4.932737 52.356902,4.933731 52.357119))";"4,9331085";"52,3573725";
91;"0621 02";"Pontkade (B9 fase 1-2)";2018;2019;"Biesterbos Groep bv";"De Architecten Cie";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;152;100;0;0;252;0;0;252;0;252;N;DX18;"POLYGON((4.892912 52.402034,4.89208 52.402426,4.891204 52.40174,4.892043 52.401343,4.892912 52.402034))";"4,892058";"52,4018845";
92;"0621 03";"Noorddok (B2-2 fase 2)";2018;2019;"Woonstichting de Key";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";309;0;0;0;0;0;309;0;0;309;0;309;N;DX18;"POLYGON((4.889768 52.404338,4.889372 52.40452,4.888845 52.404142,4.889264 52.403938,4.889768 52.404338))";"4,8893065";"52,404229";
93;"0621 04";"NDSM-werf West 1 B11";2020;2021;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;21;0;0;0;21;0;21;0;21;N;DX18;"POLYGON((4.889206 52.402611,4.888433 52.402975,4.887955 52.402596,4.888729 52.402231,4.889206 52.402611))";"4,8885805";"52,402603";
94;"0621 05";"NDSM-werf West 1 B10";2018;2020;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;63;95;0;0;0;158;0;158;0;158;N;DX18;"POLYGON((4.888188 52.40309,4.887019 52.403641,4.886542 52.403261,4.887711 52.402711,4.888188 52.40309))";"4,887365";"52,403176";
95;"1769 18";"NDSM-werf Oost (1)";2024;2025;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";60;0;0;140;0;0;0;200;0;200;0;200;N;DX18;"POLYGON((4.893134 52.400081,4.892256 52.400456,4.892019 52.399827,4.893017 52.399703,4.893134 52.400081))";"4,8925765";"52,4000795";
